latitude_dd,longitude_dd,state,county,waterbody,peak_date,peak_stage,height_above_gnd
28.81007,-97.01397,TX,Victoria County,Guadalupe River,9/2/2017 5:00:00 PM,64.2,6.12
28.84108,-97.01182,TX,Victoria County,Spring Creek,9/11/2017 5:00:00 PM,71.6,0
28.91201,-97.08607,TX,Victoria County,Spring Creek,9/2/2017 5:00:00 PM,120,0
28.89713,-97.13883,TX,Victoria County,Guadalupe River,9/2/2017 5:00:00 PM,103.23,0
28.91253,-97.08626,TX,Victoria County,Spring Creek,9/11/2017 5:00:00 PM,121,0
28.89728,-97.13733,TX,Victoria County,Guadalupe River,9/2/2017 5:00:00 PM,101.12,0
28.90604,-97.19471,TX,Victoria County,Guadalupe River,9/2/2017 5:00:00 PM,145.48,0
28.96993,-97.19714,TX,De Witt County,Guadalupe River,9/2/2017 5:00:00 PM,127.83,6.8
29.0518,-97.26604,TX,De Witt County,Guadalupe River,9/2/2017 5:00:00 PM,160.83,0
29.05937,-97.32822,TX,De Witt County,Chisholm Creek,9/2/2017 5:00:00 PM,168.3,0
29.05992,-97.32805,TX,DeWitt County,Chisholm Creek,9/2/2017 5:00:00 PM,166.5,0
29.06377,-97.32425,TX,De Witt County,Guadalupe River,9/2/2017 5:00:00 PM,165.98,0
29.07646,-97.35074,TX,De Witt County,Guadalupe River,9/2/2017 5:00:00 PM,217.29,4.58
29.08722,-97.26131,TX,De Witt County,Oaxley Branch,9/2/2017 5:00:00 PM,181.39,0
29.08358,-97.28493,TX,De Witt County,Gohlke Creek,9/2/2017 5:00:48 PM,165.09,5.55
29.37738,-97.26766,TX,Gonzales County,Guadalupe River,9/2/2017 5:00:00 PM,240.7,1.91
29.37806,-97.29794,TX,Gonzales County,Guadalupe river,9/24/2017 5:00:00 PM,227.5,3.01
29.33345,-97.32406,TX,Gonzales County,Guadalupe river,9/2/2017 5:00:00 PM,218.35,6.3
29.32097,-97.31378,TX,Gonzales County,Guadalupe river,9/2/2017 5:00:00 PM,123.3,1.41
29.30516,-97.33179,TX,Gonzales County,guadalupe rivee,9/2/2017 5:00:00 PM,212.1,5.9
29.13828,-97.30634,TX,Gonzales County,Guadalupe river,9/2/2017 5:00:00 PM,183.5,2.19
29.35514,-95.01536,TX,Galveston County,dickinson bayou,9/2/2017 5:00:00 PM,12.41,3
29.32475,-94.9272,TX,Galveston County,galviston bay,9/2/2017 5:00:00 PM,4.26,0
29.3907,-94.8867,TX,Galveston County,Gulf of Mexico,9/2/2017 5:00:00 PM,5.34,0
29.43425,-94.89462,TX,Galveston County,Gulf Of Mexico,9/2/2017 5:00:00 PM,5.04,0
29.09378,-95.11251,TX,Galveston County,Gulf of Mexico,9/2/2017 5:00:00 PM,3.66,0.5
29.4696,-95.0142,TX,Galveston County,Gum Bayou,9/2/2017 5:00:00 PM,8.21,0
29.4085,-94.9549,TX,Galveston County,Dickinson Bayou,9/2/2017 5:00:00 PM,5.98,1.5
29.45467,-95.07063,TX,Galveston County,dickenson bayou,9/2/2017 5:00:00 PM,14.8,6.53
29.4609,-95.06325,TX,Galveston County,Dickenson Bayou,9/2/2017 5:00:00 PM,14.53,2.9
29.4567,-95.0362,TX,Galveston County,Dickenson Bayou,9/2/2017 5:00:00 PM,11.61,4.23
29.99918,-95.24011,TX,Harris County,Drainage under FM1960,9/2/2017 5:00:00 PM,65.34,2.7
30.00851,-95.23673,TX,Harris County,San Jacinto river,9/2/2017 5:00:00 PM,65.45,4.8
30.0094,-95.22192,TX,Harris County,San Jacinto River,9/2/2017 5:00:00 PM,64.38,4.1
30.02031,-95.15742,TX,Harris County,Lake Houston,9/2/2017 5:00:00 PM,55.05,5.5
30.01206,-95.14379,TX,Harris County,Lake Houston,9/2/2017 5:00:00 PM,54.6,3
30.00055,-95.15881,TX,Harris County,Tributary to Lake Houston,9/2/2017 5:00:00 PM,56.32,0
29.959,-95.16394,TX,Harris County,Lake Houston,9/2/2017 5:00:00 PM,52.33,0
30.02615,-95.11942,TX,Harris County,Lake Houston,9/2/2017 5:00:00 PM,54.38,1.5
29.94551,-95.13944,TX,Harris County,Lake Houston,9/2/2017 5:00:00 PM,52.51,0.5
30.05686,-95.20083,TX,Harris County,Unnamed Tributary to San Jacinto River,9/2/2017 5:00:00 PM,62.51,0
30.07389,-95.23954,TX,Montgomery County,Ben's Branch,9/2/2017 5:00:00 PM,78.62,0
30.42977,-95.32621,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,236.82,0
30.343,-95.3438,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,179.5,0.5
30.31263,-95.22336,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,143.43,4.2
30.2831,-95.1791,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,124.02,0
30.25164,-95.16338,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,111.91,0.6
30.21948,-95.24969,TX,Montgomery County,Caney Creek,9/2/2017 5:00:00 PM,113.55,0
30.21691,-95.2759,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,123.78,0
30.20833,-95.18012,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,91.89,0
30.1928,-95.1693,TX,Montgomery County,Trib to Peach Creek,9/2/2017 5:00:00 PM,92.95,1.8
30.17536,-95.22828,TX,Montgomery County,Caney Creek,9/2/2017 5:00:00 PM,96.48,3
30.1731,-95.1763,TX,Montgomery County,Peach Creek,9/2/2017 5:00:00 PM,86.37,4.5
30.15835,-95.21004,TX,Montgomery County,Caney Creek,9/2/2017 5:00:00 PM,87.09,0
30.14735,-95.18923,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,81.31,1.85
30.14685,-95.17244,TX,Montgomery County,Peach Creek,9/2/2017 5:00:00 PM,78.31,5.85
30.1184,-95.22448,TX,Montgomery County,San Jacinto River,9/2/2017 5:00:00 PM,83.88,0
30.08083,-95.17376,TX,Harris County,San Jacinto River,9/2/2017 5:00:00 PM,62.42,2.85
30.1495,-95.1696,TX,Montgomery County,Peach Creek,9/2/2017 5:00:00 PM,79.57,4
30.142,-95.1861,TX,Montgomery County,Caney Creek,9/2/2017 5:00:00 PM,76.96,4.66
29.76617,-97.60491,TX,Caldwell County,Guadalupe River,8/29/2017 5:00:00 PM,378.64,0
28.98357,-95.99868,TX,Matagorda County,Colorado River,8/29/2017 5:00:00 PM,48.04,6.5
28.91595,-96.0539,TX,Matagorda County,Colorado River,8/29/2017 5:00:00 PM,42.12,5.82
28.86492,-96.02602,TX,Matagorda County,Colorado River,8/29/2017 5:00:00 PM,35.29,4.1
28.75156,-95.99641,TX,Matagorda County,Colorado River,8/29/2017 5:00:00 PM,15.02,1.24
28.70641,-95.97616,TX,Matagorda County,Colorado River,8/29/2017 5:00:00 PM,8.77,2
28.7004,-95.9395,TX,Matagorda County,Matagorda Bay,8/29/2017 5:00:00 PM,3.26,1.15
28.6942,-95.9763,TX,Matagorda County,Matagorda Bay,8/29/2017 5:00:00 PM,7.84,1.12
28.6923,-95.9698,TX,Matagorda County,Matagorda Bay,8/29/2017 5:00:00 PM,6.67,1.38
29.6253,-95.7154,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,81.62,0.81
29.6173,-95.7326,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,80.07,0.81
29.6113,-95.7819,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,86.89,0
29.59194,-95.12833,TX,Harris County,Horsepen Bayou,9/2/2017 5:00:00 PM,14.71,0
28.88991,-95.78545,TX,Matagorda County,Live Oak Creek,9/2/2017 5:00:00 PM,17.51,2.1
29.5435,-95.7794,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,95,0
28.8557,-95.8275,TX,Matagorda County,Payton Creek,9/2/2017 5:00:00 PM,10.93,0
28.84031,-95.85192,TX,Matagorda County,Payton Creek,9/2/2017 5:00:00 PM,10.55,0
28.99299,-95.96325,TX,Matagorda County,Cottonwood Creek,9/2/2017 5:00:00 PM,50.67,0
28.89101,-95.90856,TX,Matagorda County,Unknown,9/2/2017 5:00:00 PM,22.56,3.15
28.87071,-95.91151,TX,Matagorda County,Payton Creek,9/2/2017 5:00:00 PM,23.02,4
28.83435,-95.88093,TX,Matagorda County,Payton Creek,9/2/2017 5:00:00 PM,15.34,0
28.83579,-95.9396,TX,Matagorda County,Big Boggy Creek,9/2/2017 5:00:00 PM,30.01,0
28.75718,-95.933031,TX,Matagorda County,Little Boggy Creek,9/2/2017 5:00:00 PM,9.14,0
28.75771,-95.92074,TX,Matagorda County,Little Boggy Creek,9/2/2017 5:00:00 PM,7.3,0
28.80073,-95.8461,TX,Matagorda County,Big Boggy Creek,9/2/2017 5:00:00 PM,10.99,0
28.76861,-95.80945,TX,Matagorda County,Payton Creek,9/2/2017 5:00:00 PM,4.9,0
28.75204,-95.77095,TX,Matagorda County,Payton Creek,9/2/2017 5:00:00 PM,3.8,0
29.5785,-95.794,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,90.55,5
28.77174,-95.61769,TX,Matagorda County,Intracoastal Waterway,9/2/2017 5:00:00 PM,3.89,0
29.5653,-95.8038,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,90.65,8.6
29.56997,-95.8163,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,91.89,2.98
28.80806,-95.64797,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,5.61,0
28.83548,-95.66519,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,9.32,0
28.89649,-95.67404,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,14.55,0
28.91829,-95.69289,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,15.92,0
28.93841,-95.73642,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,24.99,0
28.96052,-95.82433,TX,Matagorda County,Caney Creek,9/5/2017 5:00:00 PM,33.84,3.3
29.02643,-95.89453,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,45.56,0
29.04193,-95.86344,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,44.53,0
29.18222,-95.90906,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,63.68,0
29.2241,-95.91698,TX,Wharton County,Caney Creek,9/2/2017 4:59:00 PM,68.93,0
29.55893,-95.63732,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,71.53,1.39
29.26449,-95.93885,TX,Wharton County,Caney Creek,9/2/2017 5:00:00 PM,79.12,0
29.54723,-95.54969,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,63.69,5.83
29.18756,-95.95091,TX,Wharton County,Water Hole Creek,9/2/2017 5:00:00 PM,71.64,0
29.43831,-95.06822,TX,Galveston County,Dickinson Bayou,9/2/2017 5:00:00 PM,16.74,5.34
28.95179,-95.71096,TX,Matagorda County,Linnville Bayou,9/2/2017 5:00:00 PM,20.76,0
29.51778,-95.58792,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,65.34,2
28.95109,-95.75518,TX,Matagorda County,Linnville Bayou,9/2/2017 5:00:00 PM,23.79,0
29.5747,-95.60663,TX,Fort Bend County,Brazos River,8/29/2017 5:00:00 PM,62.52,0
28.98173,-95.77023,TX,Matagorda County,Linnville Bayou,9/2/2017 5:00:00 PM,28.13,0
29.04524,-95.78242,TX,Matagorda County,Linnville Bayou,9/2/2017 5:00:00 PM,32,0
29.06968,-95.78846,TX,Brazoria County,Linnville Bayou,9/2/2017 5:00:00 PM,36.36,0
29.07517,-95.76731,TX,Brazoria County,Linnville Bayou,9/6/2017 5:00:00 PM,37.94,0
29.08342,-95.73809,TX,Brazoria County,Linnville Bayou,9/2/2017 5:00:00 PM,36.64,0
29.5129,-96.6284,TX,Colorado County,Lavaca River,8/29/2017 5:00:00 PM,227.38,0
29.05007,-95.74964,TX,Brazoria County,Cedar Lake Creek,9/2/2017 5:00:00 PM,31.77,0
29.10678,-95.77935,TX,Brazoria County,Linnville Bayou,9/2/2017 5:00:00 PM,42.45,0
29.14028,-95.80914,TX,Brazoria County,Linnville Bayou,9/2/2017 5:00:00 PM,44.37,0
29.17433,-95.83039,TX,Brazoria County,Linnville Bayou,9/2/2017 5:00:00 PM,50.94,0
29.17762,-95.84218,TX,Matagorda County,Linnville Bayou,9/2/2017 5:00:00 PM,51.86,0
29.20171,-95.88725,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,58.61,0
29.1171,-95.85226,TX,Matagorda County,Linnville Bayou,9/2/2017 5:00:00 PM,46.18,0
28.81934,-95.65086,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,6.3,0
28.90185,-95.63616,TX,Matagorda County,Cedar Lake Creek,9/2/2017 5:00:00 PM,10.67,0
28.89367,-95.62476,TX,Matagorda County,Cedar Lake Creek,9/2/2017 5:00:00 PM,9.94,0
28.87082,-95.65031,TX,Matagorda County,Caney Creek,9/2/2017 5:00:00 PM,11.82,0
28.96514,-95.68992,TX,Brazoria County,Cedar Lake Creek,9/7/2017 5:00:00 PM,18.82,0
29.01018,-95.74096,TX,Brazoria County,Cedar Lake Creek,9/2/2017 5:00:00 PM,26.24,0
28.95083,-95.39067,TX,Brazoria County,Brazos River,9/2/2017 5:00:00 PM,6.84,0
28.96943,-95.43182,TX,Brazoria County,Jones Creek,9/2/2017 5:00:00 PM,10.03,0
28.92102,-95.55561,TX,Brazoria County,San Bernard River,9/2/2017 5:00:00 PM,7.99,0
28.95138,-95.55436,TX,Brazoria County,San Bernard River,9/2/2017 5:00:00 PM,10.18,0
29.01177,-95.58309,TX,Brazoria County,San Bernard River,9/2/2017 5:01:00 PM,15.9,0
29.0785,-95.68329,TX,Brazoria County,San Bernard River,9/2/2017 5:00:00 PM,24.72,1
29.05259,-95.68073,TX,Brazoria County,San Bernard River,9/2/2017 5:00:00 PM,19.41,0
29.04171,-95.64923,TX,Brazoria County,San Bernard River,9/2/2017 5:00:00 PM,18.98,0
29.1124,-95.70769,TX,Brazoria County,San Bernard,9/2/2017 4:58:00 PM,30.83,0
29.16057,-95.7649,TX,Brazoria County,San Bernard River,9/2/2017 5:00:00 PM,40.72,0
29.15128,-95.71626,TX,Brazoria County,Mound Creek,9/2/2017 5:00:00 PM,32.5,0
29.18741,-95.72592,TX,Brazoria County,San Bernard River,9/8/2017 5:00:00 PM,40.46,3.55
29.26144,-95.89439,TX,Wharton County,San Bernard River,9/2/2017 5:00:00 PM,71.79,3.75
29.25711,-95.86797,TX,Wharton County,San Bernard River,9/8/2017 5:00:00 PM,62.35,0
29.28894,-95.91756,TX,Wharton County,Caney Creek,9/2/2017 5:00:00 PM,72.68,3.75
29.29371,-95.65367,TX,Fort Bend County,Cow Creek,9/2/2017 5:00:00 PM,49.19,0
29.32049,-95.61387,TX,Brazoria County,Cow Creek,9/2/2017 5:00:00 PM,49.56,5.05
28.9354,-95.29866,TX,Brazoria County,Gulf of Mexico,9/2/2017 5:00:00 PM,5.62,0
28.9606,-96.68526,TX,Jackson County,Lavaca River,8/29/2017 9:00:00 PM,46.05,0
28.67804,-96.39228,TX,Jackson County,Gulf of Mexico,8/26/2017 5:00:00 PM,6.713,0
28.70151,-96.39014,TX,Jackson County,Gulf of Mexico,8/26/2017 5:00:00 PM,7.34,0
29.06198,-95.49812,TX,Brazoria County,Buffalo Camp Bayou,9/2/2017 5:00:00 PM,19.57,0
29.46706754,-96.81277778,TX,Lavaca County,Navidad River,9/2/2017 5:00:00 PM,205.42,0
28.73799,-96.40257,TX,Jackson County,Gulf of Mexico,8/26/2017 5:00:00 PM,9.08,0
29.1436,-95.60529,TX,Brazoria County,Brazos River,9/2/2017 5:00:00 PM,30.03,0
28.73176,-96.43566,TX,Jackson County,Gulf of Mexico,8/26/2017 5:00:00 PM,9.54,0
28.91874,-96.45702,TX,Jackson County,Gulf of Mexico,8/29/2017 5:00:00 PM,39.1,0
28.8458,-96.41148,TX,Jackson County,West Carancahua Creek,8/29/2017 5:00:00 PM,15,7.7
28.86353,-96.28458,TX,Matagorda County,East Carancahua Creek,8/29/2017 5:00:00 PM,21.73,0
28.82146,-96.34699,TX,Jackson County,East Carancahua Creek,8/29/2017 5:00:00 PM,9.64,0
29.04303273,-96.46805556,TX,Jackson County,Lavaca River,8/29/2017 5:00:00 PM,47.11,3.05
29.50884,-96.63862,TX,Colorado County,Lavaca River,8/29/2017 5:00:00 PM,230.6,0
29.48612,-96.70246,TX,Colorado County,Lavaca River,8/29/2017 5:00:00 PM,229.61,3.1
29.46573,-96.54418,TX,Colorado County,Lavaca River,8/29/2017 5:00:00 PM,191.68,2.75
29.36263,-96.5766,TX,Colorado County,Lavaca River,8/29/2017 5:00:00 PM,155.5,0
29.23345,-96.49855,TX,Wharton County,Lavaca River,8/29/2017 5:00:00 PM,109.28,0.4
29.22788,-96.6067,TX,Wharton County,Lavaca River,8/29/2017 5:00:00 PM,111.78,2.95
29.22742,-96.58295,TX,Wharton County,Lavaca River,8/29/2017 5:00:00 PM,103.73,1
29.10005667,-96.60555556,TX,Jackson County,Lavaca River,8/29/2017 5:00:00 PM,79.71,1.9
29.07928636,-96.56805556,TX,Jackson County,Lavaca River,8/29/2017 5:00:00 PM,50.8,0
30.18182,-94.02383,TX,Orange County,Tenmile Creek,9/1/2017 9:00:00 PM,20,3.4
29.20411,-95.47529,TX,Brazoria County,Oyster Creek,9/2/2017 5:00:00 PM,34.71,2.15
29.11483,-95.53467,TX,Brazoria County,Brazos River,9/2/2017 5:00:00 PM,27.55,2.9
29.14619,-95.54136,TX,Brazoria County,Brazos River,9/2/2017 5:00:00 PM,29.36,0
29.21189,-95.59969,TX,Brazoria County,Brazos River,9/2/2017 5:00:00 PM,34.3,0
30.19299,-94.05212,TX,Orange County,Lower Neches,9/1/2017 9:00:00 PM,20.4,3.8
29.20813,-95.68849,TX,Brazoria County,Varner Creek,9/2/2017 5:00:00 PM,34.35,0
29.67822,-94.98252,TX,Harris County,Trinity Bay,9/2/2017 5:00:00 PM,5.42,0
29.64581,-95.0191,TX,Harris County,Little Cedar Bayou,9/2/2017 5:00:00 PM,4.11,0
29.61877,-95.00211,TX,Harris County,Trinity Beach,9/2/2017 5:00:00 PM,5.55,0
29.82496,-96.34176,TX,Colorado County,San Bernard River,8/29/2017 5:00:00 PM,253.18,0
30.20817,-94.08482,TX,Orange County,Lower Neches,9/1/2017 9:00:00 PM,22.4,2.7
29.63405,-95.11456,TX,Harris County,Armand Bayou,9/2/2017 5:00:00 PM,15.8,0
29.7798,-96.3148,TX,Austin County,San Bernard River,8/29/2017 5:00:00 PM,255.91,3
29.58322,-95.1037,TX,Harris County,Horsepen Bayou,9/2/2017 5:00:00 PM,16.42,0
29.77985,-96.31662,TX,Colorado County,San Bernard River,8/29/2017 5:00:00 PM,227.72,
29.59561,-95.08967,TX,Harris County,Armand Bayou,9/2/2017 5:00:00 PM,10.34,5.8
29.75124,-96.2974,TX,Austin County,San Bernard River,8/29/2017 5:00:00 PM,213.93,4.55
29.56634,-95.06994,TX,Harris County,Armand Bayou,9/2/2017 5:00:00 PM,4.75,0
29.67496,-96.26756,TX,Colorado County,San Bernard River,8/29/2017 5:00:00 PM,178.16,4.5
29.54599,-95.0169,TX,Galveston County,Trinity Bay,9/2/2017 5:00:00 PM,6.95,0
29.7029,-96.19885,TX,Austin County,San Bernard River,8/29/2017 5:00:00 PM,172.27,1.7
29.54133,-95.03199,TX,Galveston County,Clear Lake,9/2/2017 5:00:00 PM,7.8,0
29.53358,-95.09493,TX,Galveston County,Clear Creek,9/2/2017 5:00:00 PM,5.78,0
30.28841,-94.04764,TX,Jasper County,West Tenmile Creek,9/1/2017 9:00:00 PM,38.1,0
29.66113,-96.24314,TX,Colorado County,San Bernard River,8/29/2017 5:00:00 PM,169.54,3.7
29.54788,-95.08435,TX,Harris County,Clear Lake,9/2/2017 5:00:00 PM,7.75,0
29.63198,-96.27022,TX,Colorado County,San Bernard River,8/29/2017 5:00:00 PM,165.87,1.37
29.55122,-95.09311,TX,Harris County,Clear Creek,9/2/2017 5:00:00 PM,12.67,0
29.50378,-95.19426,TX,Galveston County,Chigger Creek,9/11/2017 5:00:00 PM,23.09,2.5
29.62217,-96.22569,TX,Colorado County,San Bernard River,8/29/2017 5:00:00 PM,156.66,1.95
29.62675,-96.13492,TX,Austin County,San Bernard River,8/29/2017 5:00:00 PM,141.08,2.3
29.6297,-96.14496,TX,Wharton County,San Bernard River,8/29/2017 5:00:00 PM,141.51,2.5
29.6018,-96.0897,TX,Wharton County,San Bernard River,8/29/2017 5:00:00 PM,128.16,0
29.58992,-96.17787,TX,Wharton County,San Bernard River,8/29/2017 5:00:00 PM,145.04,0.9
29.50243,-95.14176,TX,Galveston County,Clear Creek,9/2/2017 5:00:00 PM,17.32,2.05
29.50792,-95.10515,TX,Galveston County,Clear Creek,9/2/2017 5:00:00 PM,14.26,1.5
29.56367,-96.141456,TX,Wharton County,San Bernard River,8/29/2017 5:00:00 PM,134.52,0
29.50825,-95.13275,TX,Harris County,Clear Creek,9/2/2017 5:00:00 PM,17.76,3.5
29.55718,-96.07871,TX,Wharton County,San Bernard River,8/29/2017 5:00:00 PM,118.96,0
30.2439,-94.02206,TX,Jasper County,West Tenmile Creek,9/1/2017 9:00:00 PM,31.7,2.5
29.50019,-95.15905,TX,Harris County,Clear Creek,9/2/2017 5:00:00 PM,19.08,0
29.53312,-96.1088,TX,Wharton County,San Bernard River,8/29/2017 5:00:00 PM,123.99,2.15
29.51914,-95.20679,TX,Galveston County,Cowart Creek,9/2/2017 5:00:00 PM,27.32,0
29.54681,-95.19518,TX,Harris County,Clear Creek,9/2/2017 5:00:00 PM,29.36,1.25
29.53618,-95.20348,TX,Galveston County,Marys Creek,9/2/2017 5:00:00 PM,28.76,4.05
30.4178,-94.90063,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,73.78,2.63
29.59138,-95.19947,TX,Harris County,Turkey Creek,9/2/2017 5:00:00 PM,31.89,2.4
30.38436,-94.76456,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,62.44,0
29.59253,-95.2511,TX,Harris County,Clear Creek,9/2/2017 5:00:00 PM,43.23,0
29.55616,-95.25185,TX,Harris County,Clear Creek,9/2/2017 5:00:00 PM,39.58,0
30.29077,-94.80543,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,52.42,8.71
30.06987,-93.96935,TX,Orange County,Lower Neches,9/1/2017 11:00:00 PM,9.74,4
29.553,-95.28102,TX,Brazoria County,Marys Creek,9/2/2017 5:00:00 PM,46,0
30.28968,-94.81793,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,51.7,6.7
29.59455,-95.37107,TX,Harris County,Clear Creek,9/2/2017 5:00:00 PM,54.08,0
29.57716,-95.39278,TX,Brazoria County,Clear Creek,9/2/2017 5:00:00 PM,57.12,0
29.57905,-95.43299,TX,Fort Bend County,Clear Creek,9/2/2017 5:00:00 PM,60.91,0
30.09868,-94.09467,TX,Orange County,Lower Neches,9/1/2017 11:00:00 PM,15.9,7.6
30.9175,-94.04308,TX,Jasper County,Sandy Creek,9/2/2017 5:00:00 PM,186.235,1.2
30.91865,-93.99747,TX,Jasper County,Sandy Creek,9/2/2017 5:00:00 PM,200.23,0.6
30.83384,-94.33445,TX,Tyler County,Little Wolf Creek,9/2/2017 5:00:00 PM,170.82,1.3
30.86645,-94.11556,TX,Jasper County,Sandy Creek,9/2/2017 5:00:00 PM,123.22,0
30.07993,-93.98736,TX,Orange County,Lower Neches,9/1/2017 11:00:00 PM,12.6,2.85
30.866918,-94.27161,TX,Tyler County,Wolf Creek,9/2/2017 5:00:00 PM,110.61,0
30.93225,-94.45485,TX,Tyler County,Billums Creek,9/2/2017 5:00:00 PM,168.62,0
30.27791,-94.79971,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,50.82,0
30.27698,-94.79485,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,56.81,0
30.1132063,-94.770581,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,34.33,0
30.12944,-94.87336,TX,Liberty County,Trinity River,8/29/2017 1:00:00 PM,45.69,0.73
30.28203,-94.94485,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,120.34,3.33
30.17716,-94.86602,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,37.74,6.39
30.13511,-94.82249,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,37.29,3.07
30.12842,-94.86101,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,37.87,4.74
30.125,-94.85508,TX,Liberty County,Trinity River,8/29/2017 5:00:00 PM,37.08,1.68
29.67416,-94.04413,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,4.54,0
29.73122,-93.89731,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,4.52,0.91
29.73735,-93.88889,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,3.42,1.43
29.87055,-93.94849,TX,Jefferson County,Gulf of Mexico,8/29/2017 5:00:00 PM,4.24,1.64
30.42312,-93.78407,TX,Newton County,Nichols Creek,9/15/2017 5:00:00 PM,36.86,4.58
29.88411,-93.93436,TX,Jefferson County,unknown,8/27/2017 5:00:00 PM,2.04,1.53
29.88569,-94.03189,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,7.73,2.79
29.89785,-93.93479,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,2.3,3.47
29.9223,-93.88779,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,7.36,0
29.94983,-93.87917,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,6.13,2.95
29.92759,-93.94891,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,3.8,5.34
30.06904,-93.90371,TX,Orange County,Lower Neches,9/1/2017 11:00:00 PM,13.9,1.85
29.903,-93.96614,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,4.87,2.13
29.89645,-93.98591,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,4.9,1.71
29.91419,-94.04254,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,8.8,4.33
30.11821,-94.03497,TX,Orange County,Lower Neches,9/1/2017 11:00:00 PM,17.9,11.6
29.98343,-93.99942,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,16.67,1.15
29.95825,-94.04466,TX,Jefferson County,Gulf of Mexico,8/27/2017 5:00:00 PM,10.9,3.27
30.69868,-94.79547,TX,Polk County,Trinity River,8/30/2017 5:00:00 PM,252.31,0
30.50193,-95.03129,TX,San Jacinto County,Trinity River,8/30/2017 5:00:00 PM,140.34,3.63
30.53514,-94.94645,TX,San Jacinto County,Trinity River,8/30/2017 5:00:00 PM,81.96,0
30.55911,-94.8819,TX,Polk County,Trinity River,8/30/2017 5:00:00 PM,83.4,1.67
30.23055,-94.23141,TX,Hardin County,Trinity River,8/30/2017 5:00:00 PM,32.57,4.21
30.033934,-93.8681,TX,Orange County,Lower Neches,9/1/2017 11:00:00 PM,9.2,0
30.30349,-93.744,TX,Newton County,Sabine River,9/14/2017 5:00:00 PM,24.4,3.75
30.38284,-93.7592,TX,Newton County,Sabine River,9/2/2017 5:00:00 PM,32.5,3.05
30.47347,-93.80563,TX,Newton County,Nichols Creek,9/2/2017 4:58:00 PM,47,6.34
30.60948,-93.88532,TX,Jasper County,Slaydons Creek,9/2/2017 5:00:00 PM,94.75,0
30.63981,-93.95613,TX,Jasper County,Nichols Creek,9/2/2017 5:00:00 PM,116.15,3.19
