lat,lon,elev_meters
29.785429,-95.777312,40.51
29.84622286,-95.75625929,43.09
29.6656,-95.1558,8.88
29.6815,-95.1555,10.13
29.6839,-95.1547,10.34
29.6498,-95.1562,9.61
29.6656,-95.1558,8.88
29.6839,-95.1547,10.34
29.6498,-95.1562,9.61
29.6839,-95.1547,10.34
29.6656,-95.1558,8.88
29.6815,-95.1555,10.13
29.6498,-95.1562,9.61
29.6498,-95.1562,9.61
29.6165,-95.1918,10.66
29.85325,-95.18693,13.78
